sex,zodiac,sexfreq,sexsex5
male,virgo,2-3 per week,exclusively female
female,sagittarius,not at all,IAP
female,libra,not at all,IAP
male,taurus,not at all,exclusively female
male,aries,not at all,IAP
male,capricorn,not at all,IAP
female,taurus,not at all,IAP
female,scorpio,weekly,exclusively male
female,gemini,2-3 times a month,exclusively male
female,taurus,2-3 per week,exclusively male
male,gemini,2-3 times a month,exclusively female
male,aries,2-3 per week,exclusively female
male,aquarius,weekly,exclusively female
male,pisces,once a month,exclusively female
male,aquarius,once a month,exclusively female
female,aquarius,not at all,exclusively male
female,sagittarius,not at all,IAP
female,scorpio,not at all,IAP
female,aquarius,2-3 times a month,exclusively male
female,aquarius,2-3 per week,both male and female
male,sagittarius,not at all,IAP
female,leo,weekly,exclusively male
male,cancer,not at all,IAP
male,NA,not at all,IAP
male,pisces,not at all,exclusively female
female,pisces,not at all,IAP
female,cancer,not at all,IAP
female,sagittarius,once a month,exclusively male
male,pisces,once a month,exclusively female
female,gemini,weekly,exclusively male
female,gemini,not at all,IAP
female,taurus,2-3 per week,exclusively male
male,leo,2-3 per week,exclusively female
female,aries,not at all,IAP
male,capricorn,not at all,IAP
male,aries,not at all,IAP
male,pisces,not at all,exclusively female
female,virgo,weekly,exclusively male
female,taurus,2-3 per week,exclusively male
male,leo,once or twice,exclusively female
female,pisces,not at all,IAP
female,taurus,not at all,IAP
female,sagittarius,not at all,IAP
female,sagittarius,2-3 per week,exclusively male
male,taurus,weekly,exclusively female
female,virgo,not at all,IAP
female,capricorn,not at all,IAP
female,gemini,not at all,IAP
male,aquarius,once or twice,exclusively female
